MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Basin,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Production_(short_tons),Average_Employees,Labor_Hours,log_production
1519029,2010,Eagle,Kentucky (East),Pike,Appalachia Central,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Jet Coal Co. Inc.,"P.O. Box 276, Virgie, KY 41572",,54383,21,17710,10.903806884005734
1519039,2010,Coal Hollow Mine,Kentucky (East),Pike,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,"Williams Bros. Coal Co., Inc.","258 Cantrell Road, Mouth Card, KY 41548",,83071,16,26958,11.327450942800867
1519048,2010,Mine  #15a,Kentucky (East),Pike,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Mccoy Elkhorn Coal Corp,"1148 Longfork Rd., Kimper, KY 41539",,14467,26,15483,9.57962547262959
1519094,2010,Center Creek Mine,Kentucky (East),Pike,Appalachia Central,Active,Underground,Contractor,Mine only,C S & S Coal Corporation,"P.O. Box 1247, Wise, VA 24293",,108101,27,59884,11.590821254278314
1519097,2010,N0. 1,Kentucky (East),Pike,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Process Energy,"P.O. Box 299, Sidney, KY 41564",,204754,47,113732,12.229564537544027
1519111,2010,Millers Creek Surface,Kentucky (East),Pike,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Clintwood Elkhorn Mining Inc,"23956 Hwy. 194e, Fedscreek, KY 41524",,33301,9,21836,10.413342705547674
1519145,2010,No 8,Kentucky (East),Pike,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502",,487381,49,141069,13.096801437058057
1519153,2010,#11,Kentucky (East),Pike,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Cheyenne Mining Co Inc,"5363 Collins Hwy, Pikeville, KY 41501",,76125,20,48703,11.240132005012198
1519167,2010,No 2 Surface,Kentucky (East),Pike,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Pompey Coal Corporation,"750 Town Mtn. Rd., Pikeville, KY 41501",,114807,14,33314,11.651007736618423
1519180,2010,No 1,Kentucky (East),Pike,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,M 3 Energy Mining Company,"P.O. Box 299, Sidney, KY 41564",,146569,33,71886,11.895251586319489
1519187,2010,Shm-10,Kentucky (East),Pike,Appalachia Central,Active,Surface,Contractor,Mine only,Contract Highwall Mining Llc,"P.O. Box 249, Stanville, KY 41659",,91863,8,7921,11.428053615739717
1519188,2010,#2,Kentucky (East),Pike,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Mercy Mining, Llc","P.O. Box 249, Stanville,, KY 41659",,1495,2,6635,7.3098814858247865
1519208,2010,Hubble No 6,Kentucky (East),Pike,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Hubble Mining Company Llc,"P.O. Box 392, Pikeville, KY 41502",,92023,15,38393,11.429793824786385
1519266,2010,Hubble No. 7,Kentucky (East),Pike,Appalachia Central,Active,Underground,Contractor,Mine only,Hubble Mining Co. Llc,"P.O. Box 392, Pikeville, KY 41502",,28768,11,23138,10.267018937271347
1519269,2010,Long Pole Energy Mine,Kentucky (East),Pike,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Road Fork Development Company,"P.O. Box 299, Sidney, KY 41564",,99057,23,47457,11.503450721007685
1519270,2010,Love Branch South,Kentucky (East),Pike,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Road Fork Development Company,"P.O. Box 299, Sidney, KY 41564",,404617,43,96304,12.910696219639824
1519280,2010,No 4,Kentucky (East),Pike,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Cavalier Mineral Inc,"17339 River Drive Suite B, Vansant, VA 24656",,100993,23,57264,11.522806486490866
1519313,2010,Mine No. 2,Kentucky (East),Pike,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,J & T Mining Inc,"P.O. Box 1500, Pikeville, KY 41502",,15619,12,13282,9.656243400857722
1519314,2010,Mine No. 12,Kentucky (East),Pike,Appalachia Central,Active,Underground,Contractor,Mine only,Gr Mining Inc,"P.O. Box 1500, Pikeville, KY 41502",,45663,16,32786,10.729043620947776
1519325,2010,No. 2,Kentucky (East),Pike,Appalachia Central,"Active, men working, not producing",Underground,Contractor,Mine only,Superior Mining Llc,"P.O. Box 972, Allen, KY 41601",,41160,38,40976,10.625222189947985
1519332,2010,Lick Branch Strip,Kentucky (East),Pike,Appalachia Central,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,James River Coal Service Compa,"P.O. Box 128, Jeff, KY 41751",,82233,18,40821,11.31731196033484
1519333,2010,No 7-D,Kentucky (East),Pike,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Dags Branch Coal Co Inc,"P.O. Box 159, Fedscreek, KY 41524",,88757,13,30375,11.393657577466769
1519357,2010,No. 1,Kentucky (East),Pike,Appalachia Central,Active,Underground,Contractor,Mine only,Superior Mining Llc,"P.O. Box 971, Allen, KY 41601",,70856,35,51512,11.16840492748942
1519371,2010,Harmonds Branch,Kentucky (East),Pike,Appalachia Central,Temporarily closed,Surface,Contractor,Mine only,Major Elkhorn Mining Llc,"P.O. Box 249, Stanville, KY 41659",,133675,14,19945,11.803166759816932
1519390,2010,#7,Kentucky (East),Pike,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,"Viper Coal, Llc","P.O. Box 3655, Pikeville, KY 41502",,49124,14,29414,10.802102992730275
1519394,2010,No. 1,Kentucky (East),Pike,Appalachia Central,Temporarily closed,Underground,Independent Producer Operator,Mine only,Mg Energy Llc,"P.O. Box 4030, Pikeville, KY 41502",,5570,9,4674,8.62515033292133
1519422,2010,Sam #18,Kentucky (East),Pike,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,"South Akers Mining Company,  L","2910 E Shelbiana Rd, Pikeville, KY 41501",,30401,10,18554,10.322230781590136
1519427,2010,Bear Fork Mine,Kentucky (East),Pike,Appalachia Central,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Locust Grove, Inc.","P.O. Box 958, Hazard, KY 41702",,15102,4,4670,9.62258246436337
1519433,2010,Eagle 2,Kentucky (East),Pike,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Jet Coal Company Inc,"P.O. Box 276, Virgie, KY 41572",,79044,21,35070,11.277759938428693
1519438,2010,No 2 Surface Mine,Kentucky (East),Pike,Appalachia Central,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Appalachian Contractors Inc,"P.O. Box 186, Clintwood, VA 24228",,538,7,3479,6.2878585601617845
1519453,2010,Round Bottom Surface  Mine,Kentucky (East),Pike,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,"Road Fork Development Company,","P.O. Box 299, Sidney, KY 41564",,132496,26,65185,11.794307735273481
1519460,2010,No 2,Kentucky (East),Pike,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Oak Ridge Energy Inc,"746 Stinking Branch, Thornton, KY 41855",,756,5,6804,6.628041376179533
1519463,2010,Big Shoal Mine #1,Kentucky (East),Pike,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Paragon Coal Llc,"P.O. Box 242, Waveryly, VA 23890",,22833,8,12148,10.0359621369355
1519464,2010,Harmonds Branch,Kentucky (East),Pike,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,James River Coal Service Compa,"P.O. Box 128, Jeff, KY 41717",,78187,23,43505,11.266858672304727
1519475,2010,Beech Creek Surface Mine,Kentucky (East),Pike,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Kentucky Fuel Corporation,"P.O. Box 130, Mousie, KY 41839",,169360,33,56827,12.039781905808747
4407143,2010,Feds Creek #1,Kentucky (East),Pike,Appalachia Central,Permanently abandoned,Surface,Contractor,Mine only,Wolf Creek Coal Corp,"P.O. Box 50, Phyllis, KY 41554",,47313,5,13761,10.764540378155667
4608964,2010,Clintwood Elkhorn Mine,Kentucky (East),Pike,Appalachia Central,Active,Surface,Contractor,Mine only,Wolf Pen Coal Corp.,"11023 Gatewood Dr #103, Bradenton, FL 34211",,10138,8,11782,9.224046019032295
1502709,2010,Highland 9 Mine,Kentucky (West),Union,Illinois Basin,Active,Underground,Operating Subsidiary,Mine only,Highland Mining Company Llc,"P.O. Box 569, Morganfield, KY 42437",United Mine Workers of America,3466447,425,949875,15.058640708051206
1518335,2010,Dodge Hill Mine #1,Kentucky (West),Union,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Dodge Hill Mining Company Llc,"P.O. Box 165, Sturgis, KY 42459",,927521,173,427324,13.740270714716846
1519374,2010,River View Mine,Kentucky (West),Union,Illinois Basin,Active,Underground,Operating Subsidiary,Mine only,River View Coal Llc,"835 Sr 1179, Waverly, KY 42462",,5830052,483,1152480,15.578536477669402
1518547,2010,Onton #9 Mine,Kentucky (West),Webster,Illinois Basin,Active,Underground,Contractor,Mine and Preparation Plant,Advent Mining Llc,"3603 St. Rt. 370, Sebree, KY 42455",,1989390,292,700931,14.50333861704662
1508019,2010,Emlyn Tipple,Kentucky (East),Whitley,Appalachia Central,Active,Surface,Independent Producer Operator,Preparation Plant,Emlyn Coal Processin,"3080 Centerville Rd, Little Canada, MN 55117",,1204,11,18997,7.093404625868766
1518153,2010,D & H Coal Company Of Laurel C,Kentucky (East),Whitley,Appalachia Central,Permanently abandoned,Surface,Independent Producer Operator,Mine only,D & H Coal Company Of Laurel C,"P.O. Box 1016, Williasmburg, KY 40769",,4535,6,2056,8.419580362549237
1518466,2010,F-M #4,Kentucky (East),Whitley,Appalachia Central,Active,Underground,Contractor,Mine only,F-M Coal Corp,"P.O. Box 1733, Corbin, KY 40702",,87938,18,46178,11.384387299697012
1519348,2010,Dowis Chapel Job,Kentucky (East),Whitley,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Mountainside Coal,"1170 Rock Creek Ridge Rd., Clairfield, TN 37715",,73091,25,66050,11.199460519143054
1519369,2010,#4,Kentucky (East),Whitley,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Emlyn Coal Processing Llc,"4184 S. Hwy 25w, Williamsburg, KY 40769",,7367,8,8896,8.904765846682814
1519435,2010,Patterson Creek Mine,Kentucky (East),Whitley,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Alden Resources Llc,"332 W Cumberland Gap Pwky Suit, Corbin, KY 40701",,11340,22,9963,9.336091577281744
1519440,2010,Round Mountain,Kentucky (East),Whitley,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Mountainside Coal,"7692 S. Hwy 25w, Williamsburg, KY 40769",,138743,36,95954,11.840378579885563
1519490,2010,Mine #21,Kentucky (East),Whitley,Appalachia Central,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Black Hawk Mining, Inc.","221 Creek Road, Rural Valley, PA 16249",,2760,6,1200,7.9229859587111955
1519508,2010,Meadow Creek #1,Kentucky (East),Whitley,Appalachia Central,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Alden Resources Llc,"332 W. Cumberland Gap Pkwy, Su, Corbin, KY 40701",,9401,15,12097,9.148571345578551
1519523,2010,Surface #1,Kentucky (East),Whitley,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"B & B Energy, Llc","P.O. Box 1016, Williamsburg, KY 40769",,12149,6,2915,9.405002140854743
1519536,2010,Mine No 1,Kentucky (East),Whitley,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"Denali Energy Group, Llc","121 Prosperous Place Suite 13-, Lexington, KY 40509",,4232,10,5800,8.350429973538136
3609199,2010,3125,Kentucky (East),Whitley,Appalachia Central,Temporarily closed,Surface,Independent Producer Operator,Mine only,Black Hawk Mining In,"221 Creek Road, Rural Valley, PA 16249",,2430,4,1920,7.795646536334594
1601031,2010,Dolet Hills Lignite Company,Louisiana,De Soto,Interior,Active,Surface,Contractor,Mine only,Dolet Hills Lignite Company Ll,"377 Highway 522, Mansfield, LA 71052",,3929434,251,538537,15.184005953117282
1601499,2010,Five Forks Mine,Louisiana,Natchitoches,Interior,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Demery Resources Company, L.L.","416 Carrol Street, Coushatta, LA 71019",,15108,10,6684,9.622979683832348
1800132,2010,Win-More Mining,Maryland,Allegany,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,"Clise Coal Company, Inc.","12304 Upper Georges Creek Rd S, Frostburg, MD 21532",,24938,12,26972,10.12414802355653
1800170,2010,Jackson Mountain,Maryland,Allegany,Appalachia Northern,Active,Surface,Operating Subsidiary,Mine only,Vindex Energy Corporation,"265 Glass Drive, Oakland, MD 21550",,391611,41,106871,12.878024279131619
1800391,2010,No 1 Strip,Maryland,Allegany,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Beechwood Coal Llc,"19709 Winner View Terrance, Frostburg, MD 21532",,57244,10,24865,10.955078112430767
1800529,2010,Cobra No 1,Maryland,Allegany,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Cobra Mining Inc,"P.O. Box 356, Barton, MD 21521",,20268,6,12216,9.9167985665958
1800534,2010,No 1 Mine,Maryland,Allegany,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Clise Coal Company Inc,"12304 Upper Georges Crk Rd Sw, Frostburg, MD 21532",,1041,6,9099,6.947937068614969
1800702,2010,Fairview Coal Co.,Maryland,Allegany,Appalachia Northern,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Fairview Coal Co.,"P.O. Box 612, Midlothian, MD 21543",,3698,2,240,8.21554741194707
1800713,2010,Job #3,Maryland,Allegany,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Tri-Star Mining Inc,"2278 Michael Rd. / P.O. Box 33, Barton, MD 21521",,405737,51,111647,12.913460445430415
1800744,2010,No 1 Strip,Maryland,Allegany,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,G & S Coal Company Inc,"21557 Maryland Highway, Bloomington, MD 21523",,16836,3,6261,9.731274729890462
1800748,2010,Taylor # 1,Maryland,Allegany,Appalachia Northern,Active,Underground,Independent Producer Operator,Mine only,Arj Construction Com,"P.O. Box 886, Lewisburg, WV 24901",,398607,47,114111,12.895731248071758
1800752,2010,Bennett Mine,Maryland,Allegany,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,"Beechwood Coal, Llc","1010 Garrett Shortcut Rd., Berlin, PA 15530",,35487,6,10947,10.476921711213846
1800760,2010,No. 1 Mine,Maryland,Allegany,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,"Ritchie Trucking & Excavating,","19709 Winner's View, Frostburg, MD 21532",,123468,16,35199,11.723737292163811
1800769,2010,Carlos Surface,Maryland,Allegany,Appalachia Northern,Active,Surface,Operating Subsidiary,Mine only,Vindex Energy Corporation,"265 Glass Drive, Mountain Lake, MD 21550",,300905,24,62583,12.614549879296296
1800776,2010,No. 1 Surface,Maryland,Allegany,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,"Walker Brothers Mining, Inc.","389 Georges Creek Blvd, Lavale, MD 21502",,29634,4,6134,10.29667762976868
1800777,2010,Jackson,Maryland,Allegany,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,C & S  Coal Llc,"15400 Blacksmith Lane, Lonaconing, MD 21539",,3781,2,3752,8.237743803890933
1800372,2010,No 1 Strip,Maryland,Garrett,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,G & S Coal Company Inc,"P.O. Box 185, Bloomington, MD 21523",,85930,27,45763,11.361288290307268
1800630,2010,#1 Strip,Maryland,Garrett,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,"Pine Mountain Coal Company, In","15615 Raynor Hill Drive Sw, Frostburg, MD 21532",,11247,5,8797,9.327856705404022
1800749,2010,Vindex Douglas,Maryland,Garrett,Appalachia Northern,Active,Surface,Operating Subsidiary,Mine only,Vindex Energy Corporation,"265 Glass Ddrive, Mt Lake Park, MD 21550",,262067,33,81942,12.476355475241961
1800756,2010,Laoc Strip #1,Maryland,Garrett,Appalachia Northern,Active,Surface,Contractor,Mine only,Laoc Corporation,"3388 George Washington Hwy, Oakland, MD 21550",,48328,4,3943,10.785766381818577
1800761,2010,Steyer Ii,Maryland,Garrett,Appalachia Northern,Active,Underground,Contractor,Mine only,Steyer Fuel Mining Co Inc,"P.O. Box 549, Dellslow, WV 26531",,273756,56,124720,12.519992477680875
1800765,2010,No. 1 Surface,Maryland,Garrett,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,"Savage Mountain Minerals, Inc.","19606 Sugar Maple Road Sw, Barton, MD 21521",,69453,11,26784,11.148405543793823
1800770,2010,Kelly Mine,Maryland,Garrett,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,"Wpo, Inc","145 Meadow Street, Somerset, PA 15501",,16467,6,12654,9.709113657218
1800780,2010,Casselman Mine,Maryland,Garrett,Appalachia Northern,Temporarily closed,Underground,Independent Producer Operator,Mine only,"Maryland Energy Resources, Llc","6015 Ferguson Road, Indiana, PA 15701",,4653,4,3489,8.445267451844648
2200690,2010,Red Hills Mine,Mississippi,Choctaw,Interior,Active,Surface,Operating Subsidiary,Mine only,Mississippi Lignite Mining Com,"1000 Mcintire Rd, Ackerman, MS 39735",,4003505,232,484326,15.202680785401252
2302262,2010,Hume #1,Missouri,Bates,Interior,Active,Surface,Independent Producer Operator,Mine only,Continental Coal Inc,"10801 Mastin, Suite 920, Overland Park, KS 66210",,274868,10,28390,12.524046261411831
2302277,2010,Cottonwood Creek Mine,Missouri,Bates,Interior,Active,Surface,Independent Producer Operator,Mine only,Continental Coal Inc,"10801 Mastin #920, Overland Park, KS 66210",,183609,13,36046,12.120563775574949
